Area_log,Room,Parking,Warehouse,Elevator,Address,Price_log
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
4.6913478822291435,2,True,True,True,Gisha,12.059124043367438
4.143134726391533,1,True,True,True,Shahr-e-Ziba,11.362114203075018
4.2626798770413155,2,True,True,True,Southern Janatabad,11.62923479303059
5.198497031265826,3,True,True,True,Pasdaran,12.706850963741102
4.912654885736052,3,True,True,True,Abazar,12.283038316285214
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
4.6913478822291435,2,True,True,True,Farmanieh,12.23886732318009
4.5217885770490405,2,True,True,True,Ekhtiarieh,12.059124043367438
4.795790545596741,2,True,True,True,Gheitarieh,12.600367835056966
4.727387818712341,2,True,True,False,Gheitarieh,12.429220196836383
4.330733340286331,2,True,True,False,Shahr-e-Ziba,11.050905878263567
4.820281565605037,2,True,True,True,Pirouzi,11.815257205114566
4.248495242049359,2,True,True,True,Pirouzi,11.002116507732017
5.993961427306569,5,True,True,False,Lavasan,14.856964784557078
